user_id,age,steps_per_day,active_minutes,sleep_hours,calories_burned,activity_segment
2054,32.0,5183.0,46.5,7.75,1936.5,LIGHT
2055,22.0,7766.0,86.5,6.5,2202.3,Moderate
2056,27.0,10831.0,101.2,8.09,2469.1,highly active
2057,30.0,12520.0,103.3,5.79,2523.1,HIGHLY ACTIVE
2058,44.0,5822.0,56.0,4.75,1923.5,LIGHT
2059,38.0,14451.0,132.5,5.48,2657.0,highly active
2060,37.0,4986.0,46.4,6.19,2195.4,light activity
2061,44.0,,95.6,6.37,2445.9,LIGHT
2062,34.0,5835.0,57.0,6.72,2041.4,light activity
2063,39.0,5387.0,46.4,6.77,1845.5,Lightly Active
2064,34.0,5766.0,63.1,6.49,2056.4,LIGHT
2065,38.0,7843.0,59.8,4.87,2307.4,moderately active
2066,29.0,9740.0,91.9,7.41,2477.3,moderately active
2067,18.0,10010.0,97.6,6.91,2538.0,HIGHLY ACTIVE
2068,34.0,5168.0,52.3,6.43,1897.5,LIGHT
2069,49.0,5031.0,60.7,8.74,1922.7,Lightly Active
2070,44.0,,42.8,6.93,2143.4,light activity
2071,45.0,7666.0,68.3,7.26,2317.2,Moderately Active
2072,47.0,7370.0,68.8,8.08,2175.7,moderately active
2073,36.0,5149.0,58.6,5.56,2168.5,light activity
2074,37.0,8809.0,85.2,7.18,2192.7,moderately active
2075,29.0,14788.0,150.4,8.07,2717.6,HIGHLY ACTIVE
2076,32.0,6486.0,57.6,7.1,1928.2,moderately active
2077,41.0,6699.0,54.7,5.77,2163.5,moderately active
2078,47.0,9679.0,105.0,6.67,2481.4,moderately active
2079,34.0,6324.0,51.2,7.41,2026.9,Moderately Active
2080,30.0,10007.0,98.9,4.88,2352.1,Highly Active
2081,35.0,5844.0,50.9,5.71,2356.2,LIGHT
2082,41.0,13496.0,105.9,9.37,2599.9,Highly Active
2083,21.0,9034.0,82.3,7.73,2502.3,Moderately Active
2084,18.0,6140.0,68.4,8.83,2132.2,Moderate
2085,29.0,6234.0,52.2,8.15,2029.1,Moderately Active
2086,23.0,6459.0,68.4,7.63,2334.4,moderately active
2087,30.0,12118.0,117.1,6.86,2708.5,HIGHLY ACTIVE
2088,34.0,4194.0,34.8,7.62,1924.9,light activity
2089,30.0,5996.0,58.1,8.79,2238.5,Lightly Active
2090,50.0,6315.0,75.2,8.11,2487.6,Moderately Active
2091,38.0,7953.0,81.5,7.38,2195.9,Moderate
2092,38.0,7187.0,67.8,7.01,2251.2,Moderately Active
2093,41.0,3526.0,42.7,7.75,1880.4,LIGHT
2094,24.0,6801.0,61.2,6.61,2038.6,Moderately Active
2095,45.0,7701.0,83.1,7.75,2163.4,Moderately Active
2096,34.0,6116.0,69.9,6.43,2345.8,Moderate
2097,42.0,10060.0,94.8,6.81,2213.0,HIGHLY ACTIVE
2098,24.0,10758.0,101.5,6.07,2551.1,HIGHLY ACTIVE
2099,19.0,7765.0,66.7,6.72,2117.3,Moderate
2100,43.0,8692.0,71.6,6.45,2490.3,Moderately Active
2101,39.0,1517.0,19.6,9.06,1714.0,LIGHT
2102,26.0,,65.4,6.22,2121.2,LIGHT
2103,26.0,11014.0,110.3,7.62,2725.1,Highly Active
2104,46.0,6730.0,73.5,6.16,2301.9,Moderately Active
2105,23.0,5788.0,59.7,7.25,2165.8,LIGHT
2106,51.0,14833.0,143.1,7.52,2936.7,Highly Active
2107,26.0,13457.0,114.6,5.16,2534.0,HIGHLY ACTIVE
2108,41.0,9403.0,97.0,5.66,2500.0,Moderately Active
2109,32.0,11417.0,98.8,6.15,2485.1,Highly Active
2110,41.0,1322.0,30.9,5.77,1826.6,Lightly Active
2111,30.0,5637.0,56.9,7.29,2139.3,Lightly Active
2112,33.0,6590.0,48.9,7.47,1959.0,Moderate
2113,35.0,7292.0,76.6,6.03,2305.8,Moderate
2114,25.0,6530.0,70.9,7.34,2155.1,Moderate
2115,42.0,1000.0,14.7,6.73,1554.9,LIGHT
2116,30.0,9158.0,83.3,7.09,2327.9,Moderately Active
2117,33.0,9631.0,89.0,6.51,2391.7,Moderate
2118,25.0,12806.0,101.3,7.74,2652.7,highly active
2119,18.0,5635.0,38.0,9.0,1719.1,light activity
2120,33.0,5390.0,65.3,8.05,2150.4,LIGHT
2121,59.0,1000.0,11.7,8.73,1630.5,LIGHT
2122,43.0,7119.0,84.2,5.66,2354.2,Moderate
2123,35.0,10703.0,110.2,6.46,2522.1,highly active
2124,32.0,6165.0,73.9,7.82,2133.0,moderately active
2125,35.0,14430.0,125.1,8.86,2728.3,HIGHLY ACTIVE
2126,40.0,7230.0,57.4,7.92,2194.9,Moderately Active
2127,23.0,,71.6,6.07,2375.4,Lightly Active
2128,46.0,3911.0,39.0,6.72,1825.1,light activity
2129,42.0,8862.0,64.9,7.57,2217.0,Moderately Active
2130,42.0,2062.0,23.4,7.02,1962.6,Lightly Active
2131,39.0,10081.0,92.4,6.32,2379.9,HIGHLY ACTIVE
2132,35.0,10173.0,84.4,6.88,2439.6,HIGHLY ACTIVE
2133,42.0,12078.0,102.3,7.18,2404.7,highly active
2134,41.0,4940.0,49.4,6.01,1814.2,light activity
2135,31.0,8482.0,83.5,8.28,2191.0,moderately active
2136,29.0,9691.0,83.6,6.72,2287.9,Moderate
2137,36.0,9327.0,90.1,7.12,2504.7,moderately active
2138,50.0,5404.0,56.1,8.34,2205.6,Lightly Active
2139,23.0,1000.0,18.7,7.06,1500.0,light activity
2140,20.0,9041.0,80.1,8.28,2262.4,moderately active
2141,37.0,7543.0,62.2,6.07,2271.9,Moderate
2142,36.0,6300.0,76.1,7.68,2175.1,Moderate
2143,37.0,10292.0,100.8,8.12,2646.9,HIGHLY ACTIVE
2144,37.0,7865.0,83.6,6.29,2369.1,moderately active
2145,33.0,4042.0,43.0,7.0,1921.9,light activity
2146,50.0,2206.0,27.1,7.03,1786.1,light activity
2147,19.0,4613.0,52.4,7.43,2010.2,Lightly Active
2148,27.0,15179.0,121.8,7.72,2668.8,HIGHLY ACTIVE
2149,34.0,,85.8,6.2,2513.6,LIGHT
2150,19.0,8566.0,75.0,7.13,2374.6,Moderate
2151,33.0,7455.0,68.5,8.95,2263.9,Moderately Active
2152,52.0,7258.0,63.4,8.36,2209.5,Moderately Active
2153,35.0,11502.0,108.5,8.07,2429.4,HIGHLY ACTIVE
2154,37.0,6528.0,65.1,6.99,2214.5,moderately active
2155,22.0,9731.0,102.2,9.54,2462.3,Moderate
2156,29.0,6955.0,87.7,8.33,2504.2,moderately active
2157,31.0,13820.0,115.1,7.24,2527.0,highly active
2158,32.0,10227.0,96.4,7.44,2359.0,highly active
2159,48.0,11737.0,109.0,6.7,2373.6,HIGHLY ACTIVE
2160,41.0,6247.0,61.9,7.63,2102.7,moderately active
2161,24.0,11174.0,94.4,7.85,2271.7,HIGHLY ACTIVE
2162,37.0,7062.0,61.5,7.97,2306.1,Moderately Active
2163,40.0,8330.0,81.3,7.0,2431.3,moderately active
2164,46.0,12905.0,110.0,5.58,2601.5,HIGHLY ACTIVE
2165,51.0,4872.0,51.9,7.47,1905.1,LIGHT
2166,25.0,8610.0,79.8,7.98,2123.7,Moderate
2167,27.0,9314.0,88.8,6.12,2289.7,Moderately Active
2168,22.0,9560.0,82.0,7.1,2433.4,Moderate
2169,33.0,6648.0,,8.68,2071.3,LIGHT
2170,40.0,14259.0,121.8,5.88,2957.8,HIGHLY ACTIVE
2171,45.0,4115.0,45.6,6.89,2146.4,Lightly Active
2172,34.0,12377.0,123.9,8.84,2652.5,HIGHLY ACTIVE
2173,32.0,11645.0,109.1,7.37,2505.1,HIGHLY ACTIVE
2174,37.0,13703.0,126.8,6.62,2655.4,HIGHLY ACTIVE
2175,27.0,3235.0,43.5,7.19,2111.4,Lightly Active
2176,56.0,5394.0,43.7,8.11,1938.8,LIGHT
2177,19.0,12476.0,127.7,6.98,2784.4,Highly Active
2178,37.0,2369.0,21.3,7.86,1794.4,light activity
2179,55.0,3181.0,43.5,7.46,2002.9,light activity
2180,35.0,6535.0,70.4,7.55,2077.4,moderately active
2181,33.0,8576.0,74.2,7.93,2243.0,Moderate
2182,31.0,12777.0,124.5,6.88,2670.2,Highly Active
2183,33.0,7444.0,,6.16,2163.3,light activity
2184,49.0,6175.0,76.6,7.72,2334.1,moderately active
2185,18.0,8934.0,86.0,7.05,2254.3,moderately active
2186,50.0,9409.0,87.5,6.71,2304.3,Moderately Active
2187,21.0,9324.0,83.6,7.78,2516.9,Moderately Active
2188,32.0,7466.0,58.3,8.61,2308.8,Moderately Active
2189,31.0,2135.0,25.2,7.03,1987.6,light activity
2190,41.0,5247.0,51.5,7.21,1813.2,light activity
2191,19.0,12261.0,114.3,5.9,2632.9,highly active
2192,40.0,,70.0,6.96,2275.9,light activity
2193,,7032.0,66.7,7.44,2115.8,Moderately Active
2194,21.0,11355.0,109.2,7.18,2586.8,Highly Active
2195,37.0,4610.0,53.8,6.8,1984.1,light activity
2196,28.0,7324.0,56.2,8.0,2173.6,Moderate
2197,39.0,8413.0,85.8,7.26,2729.9,Highly Active
2198,35.0,6676.0,63.7,10.0,2193.1,Moderate
2199,29.0,8302.0,77.7,7.43,2327.5,moderately active
2200,40.0,7437.0,53.1,4.18,2245.4,Moderately Active
2201,53.0,3802.0,53.6,5.98,2007.3,light activity
2202,33.0,8544.0,82.6,7.79,2183.2,Moderately Active
2203,42.0,4015.0,31.2,6.49,1707.9,Lightly Active
2204,22.0,8497.0,83.8,6.56,2314.1,moderately active
2205,25.0,12122.0,113.8,5.84,2568.3,highly active
2206,40.0,7157.0,79.4,6.68,2004.1,Moderate
2207,50.0,4486.0,44.9,7.41,2177.0,Lightly Active
2208,39.0,7619.0,73.6,7.62,2250.0,Moderate
2209,32.0,5504.0,50.7,6.08,2223.3,Lightly Active
2210,35.0,9784.0,96.3,8.09,2157.7,Moderately Active
2211,22.0,7556.0,66.7,5.89,2381.8,Moderate
2212,41.0,13129.0,112.3,7.68,2581.7,HIGHLY ACTIVE
2213,44.0,11489.0,,7.57,2688.9,light activity
2214,30.0,7541.0,63.0,6.17,2217.2,Moderately Active
2215,30.0,10147.0,107.4,6.04,2540.5,Highly Active
2216,38.0,6820.0,82.3,7.62,2290.5,moderately active
2217,31.0,8102.0,73.9,6.58,2209.1,moderately active
2218,34.0,6916.0,56.5,6.99,2059.8,Moderate
2219,56.0,,98.5,7.96,2414.2,Lightly Active
2220,33.0,12299.0,108.6,7.73,2411.4,Highly Active
2221,31.0,10396.0,106.0,6.19,2434.3,HIGHLY ACTIVE
2222,29.0,10766.0,93.4,7.14,2374.5,Highly Active
2223,42.0,10769.0,104.1,6.17,2321.5,Highly Active
2224,33.0,9654.0,91.4,8.16,2454.9,moderately active
2225,29.0,4582.0,42.8,8.89,1978.2,light activity
2226,48.0,13103.0,121.1,6.27,2703.6,highly active
2227,49.0,13413.0,,7.17,2802.5,LIGHT
2228,29.0,7298.0,71.5,8.21,2185.9,Moderate
2229,18.0,6888.0,68.2,7.23,2070.0,Moderately Active
2230,45.0,9837.0,85.0,7.82,2419.1,Moderate
2231,28.0,9652.0,99.6,7.26,2082.1,moderately active
2232,43.0,7394.0,80.0,6.04,2239.7,Moderately Active
2233,18.0,4250.0,42.1,7.33,2051.6,LIGHT
2234,44.0,8917.0,83.3,8.44,2460.2,Moderately Active
2235,23.0,9654.0,101.8,7.55,2378.0,moderately active
2236,42.0,10177.0,85.7,8.99,2132.0,HIGHLY ACTIVE
2237,35.0,9048.0,90.2,5.25,2052.1,Moderately Active
2238,25.0,7187.0,65.4,7.62,2261.6,Moderately Active
2239,31.0,10982.0,115.7,6.49,2514.7,highly active
2240,42.0,8198.0,78.8,6.24,2526.2,Moderate
2241,36.0,6605.0,75.1,8.67,2028.4,Moderately Active
2242,41.0,7458.0,66.1,6.92,2240.9,moderately active
2243,55.0,2762.0,23.0,6.81,2015.9,light activity
2244,19.0,7453.0,70.2,7.58,2241.1,Moderately Active
2245,51.0,10065.0,96.0,4.83,2245.8,HIGHLY ACTIVE
2246,36.0,9019.0,81.1,8.69,2662.9,HIGHLY ACTIVE
2247,26.0,12562.0,120.7,9.29,2838.0,highly active
2248,22.0,7211.0,68.4,8.21,2170.9,Moderately Active
2249,33.0,9462.0,72.2,7.65,2412.9,Moderately Active
2250,44.0,10378.0,100.9,6.96,2570.2,highly active
2251,34.0,15029.0,128.2,6.02,2866.0,highly active
2252,50.0,8434.0,77.4,8.51,2123.3,moderately active
2253,20.0,4867.0,63.0,8.21,2109.9,Lightly Active
2254,35.0,10544.0,112.0,7.7,2697.9,highly active
2255,22.0,13597.0,118.7,7.57,2747.2,Highly Active
2256,39.0,7032.0,73.2,7.53,2257.0,Moderate
2257,44.0,10523.0,93.3,6.62,2382.2,HIGHLY ACTIVE
2258,31.0,11686.0,105.1,9.95,2437.8,highly active
2259,18.0,11051.0,97.2,6.89,2297.6,Highly Active
2260,37.0,8377.0,66.0,6.73,2331.9,Moderate
2261,39.0,5905.0,60.0,8.43,2079.1,Lightly Active
2262,39.0,7756.0,76.9,7.17,2095.8,Moderate
2263,47.0,9376.0,82.8,7.18,2470.1,Moderately Active
2264,24.0,10725.0,108.1,8.76,2444.5,highly active
2265,42.0,9002.0,81.5,7.95,2228.2,Moderately Active
2266,,6860.0,62.1,8.0,2097.4,Moderately Active
2267,18.0,9666.0,94.8,5.64,2390.9,Moderate
2268,38.0,10580.0,85.8,7.64,2474.4,HIGHLY ACTIVE
2269,30.0,9139.0,93.4,6.09,2279.9,Moderately Active
2270,34.0,5491.0,52.5,6.7,2178.5,LIGHT
2271,38.0,7456.0,80.0,7.39,2313.8,Moderately Active
2272,30.0,10843.0,110.7,7.16,2468.9,Highly Active
2273,28.0,3851.0,47.2,7.92,1943.0,Lightly Active
2274,35.0,1720.0,17.8,8.05,1698.1,light activity
2275,24.0,12524.0,104.4,8.13,2588.9,Highly Active
2276,24.0,9534.0,78.0,5.72,2523.3,moderately active
2277,42.0,9820.0,100.7,9.8,2392.6,Moderately Active
2278,24.0,4770.0,48.7,7.17,2032.0,Lightly Active
2279,42.0,10213.0,90.3,8.53,2337.0,highly active
2280,40.0,8826.0,82.5,4.43,2391.0,Moderate
2281,18.0,3247.0,45.7,6.91,1962.1,LIGHT
2282,28.0,12273.0,118.5,5.59,2785.8,highly active
2283,47.0,8476.0,84.1,6.25,2218.5,Moderately Active
2284,25.0,6812.0,71.9,7.26,2276.9,Moderate
2285,30.0,6866.0,68.7,6.83,2335.3,Moderate
2286,40.0,1954.0,28.7,8.65,1750.2,LIGHT
2287,43.0,9780.0,93.3,9.15,2397.9,Moderate
2288,32.0,8786.0,83.2,6.14,2351.1,Moderate
2289,29.0,7418.0,77.8,6.66,2216.8,Moderate
2290,49.0,11835.0,111.5,6.07,2600.0,highly active
2291,52.0,3848.0,35.0,8.47,1994.1,light activity
2292,45.0,6210.0,66.0,7.37,2129.7,Moderately Active
2293,36.0,5450.0,57.4,7.24,2060.2,Lightly Active
2294,27.0,7164.0,74.6,7.54,2252.7,Moderate
2295,27.0,8202.0,77.5,6.86,2231.3,Moderate
2296,40.0,9290.0,93.9,6.26,2351.7,Moderate
2297,39.0,6959.0,67.5,7.26,2075.3,Moderately Active
2298,49.0,5368.0,60.5,6.91,2078.6,light activity
2299,42.0,13058.0,115.2,7.58,2702.0,Highly Active
2300,20.0,15235.0,133.9,5.4,2788.7,HIGHLY ACTIVE
2301,46.0,8430.0,85.1,7.4,2226.8,Moderately Active
2302,25.0,5730.0,55.1,6.44,2066.7,Lightly Active
2303,31.0,12426.0,131.2,,2731.6,highly active
2304,38.0,3660.0,,8.2,1960.2,LIGHT
2305,55.0,6996.0,68.5,6.59,2456.3,Moderate
2306,66.0,5912.0,65.8,8.52,2050.5,Lightly Active
2307,41.0,4521.0,43.8,5.29,1960.8,Lightly Active
2308,33.0,7160.0,77.1,8.9,2323.9,Moderately Active
2309,40.0,5407.0,62.2,8.56,2008.9,Lightly Active
2310,44.0,8038.0,87.0,6.22,2541.1,moderately active
2311,32.0,8082.0,73.8,6.23,,Moderately Active
2312,53.0,6136.0,51.4,5.56,2148.9,Moderately Active
2313,37.0,6888.0,62.5,8.21,2162.4,moderately active
2314,40.0,7307.0,68.6,6.84,2325.6,Moderately Active
2315,42.0,10430.0,110.3,6.76,2382.8,Highly Active
2316,39.0,7555.0,90.5,5.96,2490.6,Moderately Active
2317,43.0,10474.0,100.0,9.19,2499.3,Highly Active
2318,29.0,9757.0,91.4,6.13,2483.6,moderately active
2319,29.0,9715.0,88.2,7.23,2301.2,Moderate
2320,24.0,12164.0,118.0,7.44,2659.7,HIGHLY ACTIVE
2321,39.0,4642.0,66.2,6.76,1957.5,Lightly Active
2322,43.0,6580.0,79.1,6.54,2353.7,Moderately Active
2323,40.0,13290.0,129.9,6.79,2562.7,highly active
2324,52.0,7228.0,79.2,7.82,2260.6,moderately active
2325,35.0,1000.0,25.0,6.82,1698.4,LIGHT
2326,42.0,7391.0,71.2,8.99,2029.9,Moderate
2327,24.0,8405.0,74.1,6.35,2162.6,moderately active
2328,31.0,1000.0,18.2,8.03,1771.6,Lightly Active
2329,42.0,12002.0,113.4,5.27,2486.1,Highly Active
2330,43.0,5859.0,47.2,6.35,1972.1,Lightly Active
2331,32.0,8986.0,83.7,6.3,2383.8,Moderately Active
2332,34.0,7322.0,64.4,5.99,2296.9,Moderate
2333,20.0,4135.0,52.6,7.51,2075.6,Lightly Active
2334,31.0,4788.0,45.5,7.08,1991.9,LIGHT
2335,44.0,5195.0,55.9,4.69,2083.5,light activity
2336,41.0,11257.0,98.2,9.4,2513.6,highly active
2337,40.0,7557.0,85.8,7.39,2158.8,moderately active
2338,35.0,6434.0,50.0,7.2,2123.1,Moderate
2339,35.0,5196.0,57.1,8.64,1936.8,Lightly Active
2340,28.0,11588.0,,8.29,2580.6,Lightly Active
2341,42.0,12393.0,109.2,6.87,2610.7,highly active
2342,39.0,11554.0,107.9,5.05,2292.0,highly active
2343,40.0,9477.0,91.0,7.82,2508.1,moderately active
2344,30.0,8869.0,85.7,6.14,2279.5,Moderate
2345,18.0,4352.0,47.5,8.56,1913.2,light activity
2346,46.0,7263.0,65.4,6.35,2303.1,Moderately Active
2347,30.0,5948.0,58.3,6.7,2081.1,Lightly Active
2348,26.0,2523.0,31.3,5.72,1910.4,LIGHT
2349,42.0,11171.0,104.7,5.81,2442.9,Highly Active
2350,31.0,5913.0,58.7,7.08,2197.5,light activity
2351,46.0,11588.0,112.4,6.98,2594.7,highly active
2352,41.0,10645.0,99.5,6.68,2525.5,HIGHLY ACTIVE
2353,42.0,9670.0,92.2,9.46,2382.5,Moderate
2354,21.0,9839.0,88.9,7.86,2594.0,moderately active
2355,47.0,6154.0,52.9,7.21,2312.8,Moderately Active
2356,38.0,13574.0,124.3,4.17,2443.7,highly active
2357,31.0,8129.0,87.4,8.11,2426.6,moderately active
2358,36.0,8906.0,87.8,10.0,2222.3,Moderately Active
2359,18.0,6053.0,53.9,6.99,2149.1,moderately active
2360,39.0,5207.0,59.9,6.31,1860.6,Lightly Active
2361,25.0,9432.0,85.9,7.38,2416.5,moderately active
2362,21.0,8653.0,87.8,5.63,2240.3,Moderate
2363,20.0,5632.0,54.0,7.71,2014.3,LIGHT
2364,46.0,3685.0,43.5,8.85,1888.1,Lightly Active
2365,29.0,4190.0,40.8,6.46,1863.5,LIGHT
2366,50.0,11588.0,102.6,6.5,2447.1,Highly Active
2367,30.0,,48.8,7.11,2024.7,light activity
2368,18.0,6983.0,72.3,6.65,,Moderately Active
2369,24.0,12351.0,115.9,5.54,2658.1,Highly Active
2370,47.0,4634.0,52.0,6.78,2239.9,Lightly Active
2371,33.0,5819.0,60.7,6.55,1991.0,Lightly Active
2372,30.0,5694.0,51.3,8.7,2076.8,LIGHT
2373,37.0,12854.0,124.8,8.47,2770.5,Highly Active
2374,40.0,13980.0,134.4,8.74,2681.8,highly active
2375,46.0,10255.0,89.1,8.08,2147.2,HIGHLY ACTIVE
2376,49.0,10350.0,100.5,7.43,2238.7,HIGHLY ACTIVE
2377,31.0,6259.0,69.2,6.24,1891.8,Moderate
2378,22.0,13842.0,121.6,8.66,2894.1,Highly Active
2379,31.0,8803.0,81.0,7.58,2393.8,Moderate
2380,38.0,10559.0,102.3,5.83,2575.0,highly active
2381,25.0,7683.0,61.9,6.19,2311.3,Moderately Active
2382,25.0,7196.0,61.3,5.81,2099.8,moderately active
2383,38.0,12989.0,110.3,4.94,2902.2,HIGHLY ACTIVE
2384,35.0,9619.0,75.8,7.63,2376.3,moderately active
2385,35.0,12354.0,,5.84,2633.7,Lightly Active
2386,27.0,8766.0,67.1,6.37,2396.2,Moderate
2387,33.0,5455.0,58.2,7.24,2158.4,LIGHT
2388,26.0,6250.0,68.6,6.99,2315.8,Moderate
2389,,8309.0,76.9,6.42,,Moderate
2390,45.0,6120.0,55.7,8.87,2055.7,Moderate
2391,18.0,4678.0,50.8,5.52,2036.3,light activity
2392,26.0,11604.0,106.7,5.57,2440.0,Highly Active
2393,20.0,6365.0,71.1,7.7,1975.3,moderately active
2394,28.0,8415.0,59.1,6.51,2315.4,Moderately Active
2395,34.0,8888.0,76.7,6.47,2421.7,moderately active
2396,21.0,6236.0,66.5,6.01,1908.6,moderately active
2397,26.0,12352.0,113.3,7.57,2523.2,HIGHLY ACTIVE
2398,25.0,4649.0,54.8,7.45,2034.9,Lightly Active
2399,37.0,8785.0,85.3,7.33,2354.7,Moderately Active
2400,36.0,8738.0,81.7,6.56,2565.6,Moderate
2401,28.0,7837.0,72.9,6.37,2169.0,Moderately Active
2402,37.0,4109.0,62.8,7.02,2015.7,light activity
2403,30.0,10612.0,110.7,8.26,2598.4,HIGHLY ACTIVE
2404,32.0,10231.0,99.2,8.92,2415.2,highly active
2405,52.0,5973.0,60.4,8.42,2049.8,light activity
2406,48.0,10122.0,98.7,7.76,2379.7,HIGHLY ACTIVE
2407,22.0,9125.0,92.7,8.28,2409.2,moderately active
2408,43.0,4158.0,,5.9,1958.0,LIGHT
2409,43.0,5438.0,49.3,6.41,2123.8,light activity
2410,24.0,11415.0,119.4,7.78,2634.2,Highly Active
2411,,8928.0,86.4,7.07,1997.4,moderately active
2412,50.0,6307.0,78.7,7.57,1988.3,Moderately Active
2413,24.0,5425.0,56.7,8.28,2010.8,LIGHT
2414,26.0,6454.0,61.8,8.11,2255.3,moderately active
2415,45.0,6667.0,76.6,6.0,2128.3,moderately active
2416,38.0,5462.0,57.9,7.21,2122.5,light activity
2417,41.0,2775.0,34.2,6.19,1933.4,light activity
2418,38.0,11420.0,95.6,6.34,2561.0,Highly Active
2419,39.0,10912.0,106.2,5.32,2450.2,Highly Active
2420,22.0,4180.0,40.9,7.35,1813.9,light activity
2421,45.0,8409.0,76.5,5.24,2126.9,Moderately Active
2422,47.0,5293.0,50.2,7.63,2395.5,LIGHT
2423,33.0,7215.0,73.6,8.69,2273.9,Moderately Active
2424,35.0,6966.0,55.8,7.78,2357.4,Moderate
2425,20.0,6716.0,64.3,7.26,2059.4,moderately active
2426,40.0,14009.0,134.6,8.89,2918.5,highly active
2427,41.0,6679.0,55.7,7.56,2066.1,Moderately Active
2428,34.0,5575.0,57.8,6.25,,light activity
2429,46.0,5712.0,52.6,7.34,2032.9,LIGHT
2430,32.0,11131.0,99.5,9.36,2393.5,Highly Active
2431,41.0,3044.0,48.6,6.0,1827.7,Lightly Active
2432,25.0,5712.0,44.4,5.68,2029.9,light activity
2433,35.0,12340.0,119.0,7.88,2560.7,Highly Active
2434,33.0,8732.0,78.9,6.95,2323.9,Moderately Active
2435,37.0,8576.0,77.2,6.61,2194.3,moderately active
2436,31.0,14396.0,121.1,5.81,2817.0,highly active
2437,34.0,8739.0,88.9,5.05,2293.5,moderately active
2438,43.0,5875.0,57.4,5.6,2290.6,LIGHT
2439,31.0,7154.0,67.1,8.98,2184.1,Moderate
2440,19.0,4594.0,49.2,7.19,1991.1,Lightly Active
2441,52.0,11768.0,106.7,5.04,2748.8,highly active
2442,49.0,9724.0,75.0,8.5,2278.2,Moderately Active
2443,22.0,11373.0,100.9,8.56,2466.4,Highly Active
2444,42.0,11639.0,114.2,8.55,2496.3,Highly Active
2445,30.0,6757.0,54.3,6.74,2145.6,moderately active
2446,38.0,5166.0,44.3,6.9,1921.6,LIGHT
2447,38.0,7845.0,72.0,7.35,2334.1,Moderate
2448,33.0,5382.0,49.0,8.74,2032.8,light activity
2449,27.0,8495.0,80.6,6.59,2405.2,Moderate
2450,28.0,11396.0,96.2,6.37,2584.9,Highly Active
2451,26.0,7496.0,69.4,7.97,2153.2,Moderate
2452,27.0,8450.0,80.0,8.53,2211.9,Moderate
2453,34.0,7718.0,79.5,7.14,2226.0,Moderately Active
2454,28.0,10408.0,106.7,7.94,2496.2,highly active
2455,42.0,5997.0,57.9,7.32,2141.5,LIGHT
2456,50.0,1411.0,36.9,6.92,1864.3,light activity
2457,29.0,9413.0,87.0,6.29,2367.6,Moderate
2458,37.0,10964.0,108.0,5.93,2443.6,HIGHLY ACTIVE
2459,40.0,9339.0,103.3,6.52,2363.0,moderately active
2460,40.0,6079.0,61.8,6.13,2182.9,Moderately Active
2461,36.0,4595.0,37.3,7.51,1878.0,light activity
2462,42.0,9483.0,89.8,8.54,2453.0,Moderately Active
2463,40.0,8424.0,75.3,7.42,2351.5,moderately active
2464,23.0,7623.0,71.3,6.19,2412.4,moderately active
2465,44.0,13467.0,138.1,8.14,2700.8,highly active
2466,44.0,5160.0,43.2,7.53,1966.0,Lightly Active
2467,,13325.0,123.4,7.74,2415.9,Highly Active
2468,35.0,8095.0,70.4,6.63,2132.9,Moderate
2469,42.0,2493.0,28.3,8.45,1710.7,Lightly Active
2470,33.0,7462.0,78.1,8.44,2309.1,Moderately Active
2471,46.0,10878.0,103.2,7.0,2719.2,HIGHLY ACTIVE
2472,59.0,6905.0,65.7,7.99,2243.4,Moderately Active
2473,27.0,3576.0,34.6,8.41,2018.2,light activity
2474,21.0,7506.0,75.1,6.69,2152.8,Moderately Active
2475,38.0,5428.0,68.9,7.11,1976.1,Lightly Active
2476,42.0,9475.0,81.8,7.29,2324.4,moderately active
2477,33.0,10320.0,111.3,5.99,2434.7,highly active
2478,50.0,4831.0,59.9,7.69,1953.5,Lightly Active
2479,22.0,5883.0,70.0,8.32,2170.8,Lightly Active
2480,42.0,10270.0,98.1,7.04,2312.0,Highly Active
2481,29.0,5423.0,64.6,7.57,2201.5,light activity
2482,52.0,4754.0,41.5,8.74,1932.1,LIGHT
2483,55.0,4464.0,41.9,6.75,1962.9,Lightly Active
2484,27.0,9056.0,91.6,7.6,2385.9,Moderately Active
2485,30.0,8927.0,86.8,6.57,2292.8,moderately active
2486,44.0,5948.0,58.4,6.54,2253.0,light activity
2487,31.0,8015.0,56.8,7.58,1995.1,Moderately Active
2488,35.0,12581.0,,7.47,2765.6,Lightly Active
2489,35.0,5078.0,42.9,7.81,1958.5,light activity
2490,18.0,2145.0,31.8,7.28,1934.3,light activity
2491,35.0,9365.0,86.5,7.71,2391.6,moderately active
2492,28.0,7669.0,68.9,9.03,2322.7,Moderately Active
2493,30.0,5870.0,80.1,8.37,2170.2,LIGHT
2494,49.0,9956.0,101.3,7.57,2481.7,moderately active
2495,22.0,10518.0,106.1,7.76,2629.4,highly active
2496,43.0,1375.0,39.1,6.87,1829.7,Lightly Active
2497,32.0,6042.0,66.8,7.02,2298.6,Moderate
2498,32.0,14953.0,128.4,7.74,2828.9,HIGHLY ACTIVE
2499,43.0,9750.0,84.1,7.3,2287.4,Moderately Active
2500,38.0,10028.0,101.3,8.07,2413.9,HIGHLY ACTIVE
2501,41.0,11519.0,89.5,8.59,2583.0,HIGHLY ACTIVE
2502,45.0,8051.0,76.5,7.09,2119.4,Moderately Active
